Exported at 18/03/2026 10:38:07, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Core ID:,WAN1m13Mar26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Comments:,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
XRF Measurement Mode:,Geochem(2), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Depth,Depth In Core,Section,Section Depth,Time Stamp,Magnetic Susceptibility,Mag Sus in Air,CIE XYZ Colour Space, , ,CIE L*a*b* Colour Space, , ,Reflectance (nm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Total Live Time,XRF Total Counts,,XRF Elements(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Oxides(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cm,cm,,cm,,x10^-5 SI,x10^-5 SI,X, Y, Z,L*, a*, b*,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490,2500,Seconds,Beam 1,Beam 2,LE (Value),Mg (Value),Mg (Error),Al (Value),Al (Error),Si (Value),Si (Error),P (Value),P (Error),S (Value),S (Error),K (Value),K (Error),Ca (Value),Ca (Error),Ti (Value),Ti (Error),V (Value),V (Error),Cr (Value),Cr (Error),Mn (Value),Mn (Error),Fe (Value),Fe (Error),Co (Value),Co (Error),Ni (Value),Ni (Error),Cu (Value),Cu (Error),Zn (Value),Zn (Error),As (Value),As (Error),Se (Value),Se (Error),Rb (Value),Rb (Error),Sr (Value),Sr (Error),Y (Value),Y (Error),Zr (Value),Zr (Error),Nb (Value),Nb (Error),Mo (Value),Mo (Error),Ag (Value),Ag (Error),Cd (Value),Cd (Error),Sn (Value),Sn (Error),Sb (Value),Sb (Error),W (Value),W (Error),Hg (Value),Hg (Error),Pb (Value),Pb (Error),Bi (Value),Bi (Error),Th (Value),Th (Error),U (Value),U (Error),LE (Value),MgO (Value),MgO (Error),Al2O3 (Value),Al2O3 (Error),SiO2 (Value),SiO2 (Error),P2O5 (Value),P2O5 (Error),SO3 (Value),SO3 (Error),K2O (Value),K2O (Error),CaO (Value),CaO (Error),TiO2 (Value),TiO2 (Error),V2O5 (Value),V2O5 (Error),Cr2O3 (Value),Cr2O3 (Error),Mn2O3 (Value),Mn2O3 (Error),Fe2O3 (Value),Fe2O3 (Error),CoO (Value),CoO (Error),NiO (Value),NiO (Error),CuO (Value),CuO (Error),ZnO (Value),ZnO (Error),As2O3 (Value),As2O3 (Error),SeO2 (Value),SeO2 (Error),Rb2O (Value),Rb2O (Error),SrO (Value),SrO (Error),Y2O3 (Value),Y2O3 (Error),ZrO2 (Value),ZrO2 (Error),NbO (Value),NbO (Error),MoO2 (Value),MoO2 (Error),Ag2O (Value),Ag2O (Error),CdO (Value),CdO (Error),SnO2 (Value),SnO2 (Error),Sb2O3 (Value),Sb2O3 (Error),WO2 (Value),WO2 (Error),HgO (Value),HgO (Error),PbO (Value),PbO (Error),Bi2O3 (Value),Bi2O3 (Error),ThO2 (Value),ThO2 (Error),UO2 (Value),UO2 (Error)
7.5,7.5,1,7.500,16/03/2026 18:38:35,15.281,1157884.851, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8.0,8.0,1,8.000,16/03/2026 18:38:35,15.940,,11.87, 12.24, 9.55,41.59, 1.72, 10.44,10.795, 10.086, 9.697, 8.780, 8.403, 8.106, 7.823, 7.916, 8.045, 8.400, 8.611, 8.877, 9.050, 9.280, 9.605, 9.973, 10.379, 10.867, 11.325, 11.817, 12.250, 12.633, 12.946, 13.234, 13.516, 13.719, 13.841, 13.966, 14.212, 14.286, 14.362, 14.549, 14.507, 14.650, 14.642, 14.705, 14.716, 14.783, 14.795, 14.933, 14.919, 15.123, 15.045, 15.292, 15.183, 15.391, 15.327, 15.307, 15.492, 15.202, 15.391, 15.382, 15.136, 15.402, 15.254, 15.065, 15.401, 15.278, 14.997, 15.309, 15.398, 14.978, 15.050, 15.420, 15.295, 14.931, 15.033, 15.378, 15.205, 14.882, 15.063, 15.340, 15.202, 14.847, 14.853, 15.186, 15.258, 14.934, 14.601, 14.647, 14.893, 14.963, 14.692, 14.388, 14.424, 14.746, 14.967, 14.823, 14.520, 14.350, 14.534, 14.834, 14.949, 14.739, 14.393, 14.190, 14.288, 14.551, 14.658, 14.425, 13.967, 13.518, 13.287, 13.217, 12.992, 12.407, 11.684, 10.955, 10.323, 9.923, 9.907, 10.285, 10.910, 11.510, 11.863, 11.919, 11.741, 11.571, 11.594, 11.885, 12.379, 12.907, 13.310, 13.478, 13.379, 13.113, 12.819, 12.647, 12.681, 12.916, 13.267, 13.604, 13.823, 13.839, 13.660, 13.336, 12.966, 12.670, 12.502, 12.526, 12.701, 12.955, 13.212, 13.381, 13.397, 13.256, 12.853, 12.490, 12.088, 11.725, 11.439, 11.120, 10.608, 9.653, 8.484, 7.748, 7.514, 7.416, 7.303, 7.168, 6.974, 6.829, 6.708, 6.695, 6.827, 7.119, 7.544, 8.068, 8.662, 9.247, 9.795, 10.253, 10.596, 10.789, 10.840, 10.783, 10.663, 10.455, 10.272, 10.129, 10.070, 10.089, 10.227, 10.486, 10.813, 11.186, 11.517, 11.830, 12.089, 12.276, 12.283, 12.220, 12.092, 11.791, 11.464, 11.072, 10.647, 10.163, 9.704, 9.406, 9.144, 9.044, 9.008, 9.100, 9.205, 9.459, 9.568, 9.893, 10.084, 10.301, 10.326, 10.291, 10.255, 10.195, 9.919, 9.675, 16.7,870405.0,906191.0,901231.23,35895.91,3927.83,11979.35,538.95,18858.41,258.21,232.76,36.77,0.00,571.29,1938.77,32.93,1550.16,23.44,1829.44,70.09,32.69,7.46,89.04,20.47,1041.34,22.99,24844.21,168.94,0.00,135.77,0.00,17.97,66.55,3.56,66.69,2.76,42.23,1.57,0.00,5.17,54.69,1.13,80.33,1.32,12.85,0.93,88.96,1.55,11.02,1.20,0.00,59.00,48.92,10.82,0.00,351.02,0.00,573.59,0.00,615.48,0.00,56.16,0.00,28.13,4.41,1.30,0.00,148.49,0.00,164.77,0.00,72.17,168383.66,59525.32,6513.43,22634.53,1018.33,40344.45,552.40,533.34,84.25,0.00,1426.46,2335.45,39.67,2168.99,32.80,3052.41,116.94,58.36,13.32,130.14,29.92,1496.24,33.03,35520.86,241.54,0.00,172.63,0.00,22.87,83.31,4.46,83.01,3.44,55.76,2.07,0.00,7.27,59.81,1.24,95.00,1.56,16.32,1.18,120.16,2.09,12.92,1.41,0.00,78.67,52.55,11.62,0.00,400.98,0.00,728.18,0.00,736.79,0.00,65.94,0.00,30.37,4.75,1.40,0.00,165.54,0.00,187.49,0.00,81.87
8.5,8.5,1,8.500,16/03/2026 18:38:35,16.337, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9.0,9.0,1,9.000,16/03/2026 18:38:35,17.395,,7.29, 7.47, 6.41,32.85, 1.85, 6.41,7.572, 6.337, 6.765, 6.141, 6.022, 5.663, 5.579, 5.587, 5.588, 5.754, 5.817, 5.939, 6.000, 6.088, 6.224, 6.352, 6.511, 6.743, 6.948, 7.178, 7.416, 7.640, 7.829, 7.975, 8.115, 8.260, 8.372, 8.428, 8.579, 8.638, 8.739, 8.852, 8.876, 9.025, 9.021, 9.151, 9.128, 9.248, 9.224, 9.391, 9.398, 9.580, 9.630, 9.769, 9.885, 9.973, 10.095, 10.165, 10.267, 10.328, 10.379, 10.465, 10.514, 10.563, 10.627, 10.701, 10.773, 10.815, 10.888, 10.979, 11.044, 11.070, 11.139, 11.244, 11.316, 11.387, 11.470, 11.560, 11.660, 11.778, 11.857, 11.793, 11.821, 11.941, 12.051, 12.056, 12.013, 12.022, 12.098, 12.116, 12.052, 11.994, 12.023, 12.132, 12.232, 12.265, 12.229, 12.221, 12.309, 12.448, 12.532, 12.556, 12.480, 12.420, 12.425, 12.527, 12.588, 12.572, 12.412, 12.191, 11.991, 11.885, 11.806, 11.569, 10.931, 9.939, 9.086, 8.586, 8.328, 8.212, 8.249, 8.403, 8.713, 9.098, 9.463, 9.757, 9.967, 10.133, 10.302, 10.501, 10.740, 11.001, 11.265, 11.484, 11.645, 11.737, 11.766, 11.765, 11.739, 11.742, 11.774, 11.850, 11.938, 12.018, 12.068, 12.104, 12.067, 11.977, 11.847, 11.694, 11.548, 11.403, 11.326, 11.291, 11.319, 11.374, 11.327, 11.317, 11.256, 11.105, 10.810, 10.277, 9.311, 7.809, 6.163, 5.136, 4.773, 4.701, 4.748, 4.887, 5.082, 5.282, 5.484, 5.674, 5.866, 6.067, 6.283, 6.496, 6.737, 6.999, 7.295, 7.592, 7.914, 8.232, 8.540, 8.822, 9.083, 9.298, 9.465, 9.583, 9.652, 9.698, 9.706, 9.714, 9.699, 9.680, 9.618, 9.551, 9.572, 9.609, 9.626, 9.635, 9.655, 9.656, 9.626, 9.544, 9.415, 9.201, 9.043, 8.828, 8.623, 8.408, 8.246, 8.003, 7.809, 7.618, 7.376, 7.201, 7.037, 6.840, 6.711, 6.573, 6.541, 6.392, 6.435, 6.501, 16.7,852499.0,927895.0,890439.00,43581.16,4067.07,11885.54,548.70,16848.81,244.98,0.00,394.03,0.00,337.56,2736.32,37.53,1759.34,25.24,1359.26,63.49,51.18,7.40,0.00,71.65,7262.46,70.40,23618.21,165.41,0.00,130.76,0.00,19.69,36.57,3.12,47.41,2.46,35.76,1.71,0.00,6.10,65.68,1.24,113.80,1.61,5.77,0.91,91.18,1.62,10.19,1.21,0.00,59.77,0.00,497.99,0.00,345.50,0.00,574.37,0.00,603.03,0.00,53.20,0.00,24.46,20.58,1.66,31.77,4.39,0.00,160.04,0.00,60.09,183650.67,72269.58,6744.32,22457.28,1036.75,36045.25,524.09,0.00,902.87,0.00,842.85,3296.18,45.21,2461.68,35.32,2267.92,105.93,91.37,13.21,0.00,104.72,10434.99,101.15,33767.99,236.49,0.00,166.26,0.00,25.06,45.78,3.91,59.01,3.06,47.21,2.26,0.00,8.57,71.83,1.36,134.58,1.90,7.33,1.16,123.16,2.19,11.94,1.42,0.00,79.70,0.00,534.90,0.00,394.67,0.00,729.17,0.00,721.89,0.00,62.46,0.00,26.41,22.17,1.79,35.42,4.89,0.00,182.11,0.00,68.17
9.5,9.5,1,9.500,16/03/2026 18:38:35,20.573, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10.0,10.0,1,10.000,16/03/2026 18:38:35,21.894,,10.41, 10.89, 8.87,39.40, 0.40, 8.80,7.556, 6.448, 7.393, 7.291, 6.945, 7.067, 7.087, 7.145, 7.352, 7.823, 8.081, 8.329, 8.485, 8.612, 8.925, 9.229, 9.581, 9.992, 10.365, 10.696, 10.991, 11.244, 11.431, 11.650, 11.810, 11.854, 11.895, 11.944, 11.991, 11.995, 12.018, 11.996, 12.026, 11.988, 12.021, 12.015, 12.038, 12.084, 12.092, 12.191, 12.215, 12.304, 12.379, 12.423, 12.547, 12.540, 12.618, 12.617, 12.622, 12.631, 12.584, 12.594, 12.589, 12.541, 12.530, 12.561, 12.568, 12.541, 12.564, 12.623, 12.608, 12.562, 12.598, 12.672, 12.691, 12.668, 12.716, 12.746, 12.775, 12.801, 12.818, 12.759, 12.756, 12.773, 12.823, 12.795, 12.769, 12.727, 12.714, 12.665, 12.613, 12.616, 12.637, 12.657, 12.672, 12.690, 12.721, 12.768, 12.840, 12.904, 12.928, 12.905, 12.886, 12.884, 12.924, 12.986, 12.993, 12.907, 12.754, 12.584, 12.448, 12.380, 12.299, 12.039, 11.372, 10.372, 9.518, 9.076, 8.902, 8.852, 8.884, 8.990, 9.219, 9.533, 9.870, 10.195, 10.484, 10.739, 10.967, 11.161, 11.330, 11.471, 11.610, 11.760, 11.907, 12.061, 12.195, 12.300, 12.359, 12.380, 12.359, 12.298, 12.248, 12.223, 12.226, 12.256, 12.332, 12.380, 12.404, 12.382, 12.281, 12.144, 11.984, 11.822, 11.691, 11.638, 11.496, 11.500, 11.515, 11.501, 11.378, 11.012, 10.214, 8.768, 6.978, 5.697, 5.126, 4.888, 4.794, 4.851, 5.008, 5.255, 5.552, 5.888, 6.245, 6.615, 6.982, 7.307, 7.606, 7.877, 8.124, 8.355, 8.552, 8.768, 8.963, 9.149, 9.344, 9.537, 9.737, 9.923, 10.100, 10.268, 10.399, 10.515, 10.594, 10.623, 10.554, 10.474, 10.484, 10.443, 10.335, 10.235, 10.164, 10.069, 9.953, 9.822, 9.678, 9.504, 9.385, 9.222, 9.121, 9.046, 8.957, 8.893, 8.794, 8.635, 8.460, 8.324, 8.187, 7.944, 7.688, 7.482, 7.272, 7.084, 6.950, 6.958, 16.6,837386.0,987982.0,887192.31,36233.89,4019.09,13184.69,581.10,19127.58,267.15,248.57,38.58,0.00,517.19,3808.84,44.77,2437.45,29.93,1831.63,72.05,56.95,8.03,0.00,76.04,977.52,23.06,34017.48,235.03,0.00,165.68,0.00,20.26,0.00,14.94,57.40,2.80,375.61,4.79,0.00,7.09,85.12,1.50,177.07,2.18,14.76,1.10,130.52,2.01,4.40,1.27,0.00,61.13,0.00,515.16,0.00,356.15,0.00,595.55,0.00,633.46,0.00,57.26,0.00,26.41,18.16,1.77,0.00,159.77,20.07,3.97,0.00,76.85,188797.28,60085.78,6664.76,24911.98,1097.97,40920.30,571.52,569.56,88.40,0.00,1291.37,4588.15,53.93,3410.49,41.88,3056.06,120.21,101.67,14.34,0.00,111.14,1404.54,33.13,48636.28,336.03,0.00,210.66,0.00,25.78,0.00,18.70,71.45,3.49,495.93,6.32,0.00,9.96,93.09,1.64,209.40,2.58,18.74,1.40,176.30,2.72,5.16,1.49,0.00,81.51,0.00,553.34,0.00,406.84,0.00,756.06,0.00,758.32,0.00,67.23,0.00,28.52,19.56,1.91,0.00,178.12,22.84,4.52,0.00,87.18
10.5,10.5,1,10.500,16/03/2026 18:38:35,19.512, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11.0,11.0,1,11.000,16/03/2026 18:38:35,19.311,,10.45, 11.13, 11.16,39.80, -0.96, 2.61,13.659, 11.606, 11.873, 10.539, 10.180, 9.797, 9.596, 9.689, 9.852, 10.153, 10.264, 10.311, 10.374, 10.458, 10.627, 10.784, 10.895, 11.056, 11.161, 11.235, 11.261, 11.270, 11.274, 11.309, 11.235, 11.129, 11.182, 11.147, 11.026, 11.118, 11.040, 10.992, 11.089, 10.913, 11.109, 10.923, 11.132, 10.968, 11.201, 11.061, 11.333, 11.188, 11.460, 11.403, 11.522, 11.679, 11.515, 11.791, 11.681, 11.648, 11.842, 11.663, 11.717, 11.866, 11.670, 11.752, 11.942, 11.791, 11.782, 12.035, 12.028, 11.858, 11.997, 12.213, 12.145, 12.045, 12.192, 12.314, 12.290, 12.180, 12.272, 12.373, 12.336, 12.262, 12.267, 12.410, 12.473, 12.392, 12.269, 12.267, 12.355, 12.444, 12.441, 12.387, 12.383, 12.482, 12.613, 12.698, 12.724, 12.723, 12.743, 12.805, 12.894, 12.947, 12.974, 12.970, 12.972, 12.958, 12.941, 12.882, 12.824, 12.759, 12.660, 12.457, 11.983, 11.283, 10.674, 10.384, 10.280, 10.161, 10.087, 10.124, 10.347, 10.704, 11.106, 11.465, 11.717, 11.881, 11.967, 12.039, 12.123, 12.267, 12.463, 12.692, 12.928, 13.117, 13.255, 13.312, 13.304, 13.251, 13.181, 13.121, 13.119, 13.174, 13.263, 13.391, 13.505, 13.586, 13.605, 13.553, 13.439, 13.269, 13.083, 12.955, 12.866, 12.846, 12.785, 12.848, 12.925, 12.937, 12.854, 12.550, 11.861, 10.586, 8.947, 7.730, 7.141, 6.872, 6.780, 6.859, 7.044, 7.299, 7.601, 7.950, 8.308, 8.678, 9.030, 9.361, 9.660, 9.920, 10.157, 10.365, 10.548, 10.735, 10.907, 11.060, 11.223, 11.390, 11.576, 11.764, 11.923, 12.098, 12.281, 12.445, 12.565, 12.560, 12.459, 12.362, 12.430, 12.481, 12.384, 12.293, 12.201, 12.095, 11.959, 11.829, 11.646, 11.437, 11.264, 11.128, 11.027, 11.059, 11.109, 11.143, 11.139, 11.137, 11.049, 10.949, 10.842, 10.740, 10.502, 10.347, 10.143, 9.886, 9.939, 9.739, 16.5,790160.0,918221.0,862699.58,61430.17,4458.73,13531.30,621.02,25860.33,328.43,389.69,43.28,0.00,439.78,5148.55,55.40,2221.56,30.84,2346.76,82.91,61.21,8.76,0.00,88.54,482.48,18.03,25104.84,186.30,0.00,140.93,0.00,18.16,12.97,2.76,74.29,3.10,9.59,1.33,0.00,6.28,106.17,1.69,238.96,2.63,20.82,1.15,120.74,1.95,6.90,1.28,0.00,65.70,0.00,536.34,0.00,369.69,74.02,11.61,0.00,652.01,0.00,67.81,0.00,35.00,10.35,1.59,40.56,4.62,0.00,173.58,8.18,1.77,234451.13,101868.16,7393.80,25566.89,1173.39,55323.91,702.62,892.92,99.17,0.00,1098.09,6201.97,66.74,3108.42,43.15,3915.55,138.33,109.27,15.64,0.00,129.41,693.25,25.91,35893.49,266.36,0.00,179.19,0.00,23.11,16.24,3.45,92.47,3.86,12.66,1.76,0.00,8.82,116.11,1.85,282.59,3.11,26.44,1.46,163.09,2.63,8.09,1.50,0.00,87.61,0.00,576.09,0.00,422.31,93.97,14.74,0.00,780.52,0.00,79.61,0.00,37.79,11.15,1.71,45.22,5.15,0.00,197.52,9.28,2.01
11.5,11.5,1,11.500,16/03/2026 18:38:35,21.759, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
